Year,Country / territory of asylum/residence,Origin,Population type,Value
2017,Slovakia,Cuba,Refugees (incl. refugee-like situations),40
2017,Slovakia,Algeria,Refugees (incl. refugee-like situations),*
2017,Slovakia,Egypt,Refugees (incl. refugee-like situations),5
2017,Slovakia,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Slovakia,India,Refugees (incl. refugee-like situations),*
2017,Slovakia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),28
2017,Slovakia,Iraq,Refugees (incl. refugee-like situations),209
2017,Slovakia,Israel,Refugees (incl. refugee-like situations),*
2017,Slovakia,Jordan,Refugees (incl. refugee-like situations),*
2017,Slovakia,Cambodia,Refugees (incl. refugee-like situations),*
2017,Slovakia,Liberia,Refugees (incl. refugee-like situations),*
2017,Slovakia,Libya,Refugees (incl. refugee-like situations),*
2017,Slovakia,Madagascar,Refugees (incl. refugee-like situations),*
2017,Slovakia,Pakistan,Refugees (incl. refugee-like situations),6
2017,Slovakia,Palestinian,Refugees (incl. refugee-like situations),7
2017,Slovakia,Romania,Refugees (incl. refugee-like situations),37
2017,Slovakia,Russian Federation,Refugees (incl. refugee-like situations),37
2017,Slovakia,Sudan,Refugees (incl. refugee-like situations),*
2017,Slovakia,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Slovakia,Somalia,Refugees (incl. refugee-like situations),31
2017,Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),46
2017,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17
2017,Slovakia,Turkey,Refugees (incl. refugee-like situations),*
2017,Slovakia,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
2017,Slovakia,Uganda,Refugees (incl. refugee-like situations),*
2017,Slovakia,Ukraine,Refugees (incl. refugee-like situations),23
2017,Slovakia,Uzbekistan,Refugees (incl. refugee-like situations),*
2017,Slovakia,Viet Nam,Refugees (incl. refugee-like situations),16
2017,Slovakia,Stateless,Refugees (incl. refugee-like situations),9
2017,Slovenia,Afghanistan,Refugees (incl. refugee-like situations),41
2017,Slovenia,Albania,Refugees (incl. refugee-like situations),*
2017,Slovenia,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),8
2017,Slovenia,Cameroon,Refugees (incl. refugee-like situations),*
2017,Slovenia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),8
2017,Slovenia,Eritrea,Refugees (incl. refugee-like situations),56
2017,Slovenia,India,Refugees (incl. refugee-like situations),*
2017,Slovenia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),60
2017,Slovenia,Iraq,Refugees (incl. refugee-like situations),39
2017,Slovenia,Kazakhstan,Refugees (incl. refugee-like situations),19
2017,Slovenia,Morocco,Refugees (incl. refugee-like situations),*
2017,Slovenia,Nigeria,Refugees (incl. refugee-like situations),*
2017,Slovenia,Pakistan,Refugees (incl. refugee-like situations),*
2017,Slovenia,Palestinian,Refugees (incl. refugee-like situations),11
2017,Slovenia,Russian Federation,Refugees (incl. refugee-like situations),15
2017,Slovenia,Sudan,Refugees (incl. refugee-like situations),6
2017,Slovenia,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Slovenia,Somalia,Refugees (incl. refugee-like situations),48
2017,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),65
2017,Slovenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),215
2017,Slovenia,Turkey,Refugees (incl. refugee-like situations),*
2017,Slovenia,Ukraine,Refugees (incl. refugee-like situations),*
2017,Slovenia,Uzbekistan,Refugees (incl. refugee-like situations),*
2017,Slovenia,Yemen,Refugees (incl. refugee-like situations),*
2017,Slovenia,Zimbabwe,Refugees (incl. refugee-like situations),*
2017,Sweden,Afghanistan,Refugees (incl. refugee-like situations),25645
2017,Sweden,Angola,Refugees (incl. refugee-like situations),38
2017,Sweden,Albania,Refugees (incl. refugee-like situations),329
2017,Sweden,United Arab Emirates,Refugees (incl. refugee-like situations),*
2017,Sweden,Argentina,Refugees (incl. refugee-like situations),*
2017,Sweden,Armenia,Refugees (incl. refugee-like situations),474
2017,Sweden,Australia,Refugees (incl. refugee-like situations),*
2017,Sweden,Azerbaijan,Refugees (incl. refugee-like situations),685
2017,Sweden,Burundi,Refugees (incl. refugee-like situations),200
2017,Sweden,Belgium,Refugees (incl. refugee-like situations),*
2017,Sweden,Benin,Refugees (incl. refugee-like situations),5
2017,Sweden,Burkina Faso,Refugees (incl. refugee-like situations),*
2017,Sweden,Bangladesh,Refugees (incl. refugee-like situations),229
2017,Sweden,Bulgaria,Refugees (incl. refugee-like situations),16
2017,Sweden,Bahrain,Refugees (incl. refugee-like situations),15
2017,Sweden,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),160
2017,Sweden,Belarus,Refugees (incl. refugee-like situations),134
2017,Sweden,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),64
2017,Sweden,Brazil,Refugees (incl. refugee-like situations),8
2017,Sweden,Bhutan,Refugees (incl. refugee-like situations),8
2017,Sweden,Central African Rep.,Refugees (incl. refugee-like situations),*
2017,Sweden,Canada,Refugees (incl. refugee-like situations),*
2017,Sweden,Chile,Refugees (incl. refugee-like situations),19
2017,Sweden,China,Refugees (incl. refugee-like situations),282
2017,Sweden,Côte d'Ivoire,Refugees (incl. refugee-like situations),61
2017,Sweden,Cameroon,Refugees (incl. refugee-like situations),152
2017,Sweden,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),324
2017,Sweden,Congo,Refugees (incl. refugee-like situations),50
2017,Sweden,Colombia,Refugees (incl. refugee-like situations),30
2017,Sweden,Comoros,Refugees (incl. refugee-like situations),*
2017,Sweden,Cuba,Refugees (incl. refugee-like situations),60
2017,Sweden,Czech Rep.,Refugees (incl. refugee-like situations),*
2017,Sweden,Germany,Refugees (incl. refugee-like situations),5
2017,Sweden,Djibouti,Refugees (incl. refugee-like situations),21
2017,Sweden,Denmark,Refugees (incl. refugee-like situations),*
2017,Sweden,Dominican Rep.,Refugees (incl. refugee-like situations),*
2017,Sweden,Algeria,Refugees (incl. refugee-like situations),66
2017,Sweden,Ecuador,Refugees (incl. refugee-like situations),8
2017,Sweden,Egypt,Refugees (incl. refugee-like situations),347
2017,Sweden,Eritrea,Refugees (incl. refugee-like situations),27153
2017,Sweden,Estonia,Refugees (incl. refugee-like situations),*
2017,Sweden,Ethiopia,Refugees (incl. refugee-like situations),2005
2017,Sweden,France,Refugees (incl. refugee-like situations),*
2017,Sweden,United Kingdom,Refugees (incl. refugee-like situations),7
2017,Sweden,Georgia,Refugees (incl. refugee-like situations),133
2017,Sweden,Ghana,Refugees (incl. refugee-like situations),56
2017,Sweden,Guinea,Refugees (incl. refugee-like situations),80
2017,Sweden,Gambia,Refugees (incl. refugee-like situations),147
2017,Sweden,Guinea-Bissau,Refugees (incl. refugee-like situations),7
2017,Sweden,Equatorial Guinea,Refugees (incl. refugee-like situations),*
2017,Sweden,Greece,Refugees (incl. refugee-like situations),18
2017,Sweden,Guatemala,Refugees (incl. refugee-like situations),9
2017,Sweden,Honduras,Refugees (incl. refugee-like situations),11
2017,Sweden,Croatia,Refugees (incl. refugee-like situations),*
2017,Sweden,Haiti,Refugees (incl. refugee-like situations),*
2017,Sweden,Hungary,Refugees (incl. refugee-like situations),*
2017,Sweden,Indonesia,Refugees (incl. refugee-like situations),15
2017,Sweden,India,Refugees (incl. refugee-like situations),29
2017,Sweden,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),5867
2017,Sweden,Iraq,Refugees (incl. refugee-like situations),15524
2017,Sweden,Israel,Refugees (incl. refugee-like situations),33
2017,Sweden,Italy,Refugees (incl. refugee-like situations),*
2017,Sweden,Jamaica,Refugees (incl. refugee-like situations),*
2017,Sweden,Jordan,Refugees (incl. refugee-like situations),344
2017,Sweden,Kazakhstan,Refugees (incl. refugee-like situations),266
2017,Sweden,Kenya,Refugees (incl. refugee-like situations),93
2017,Sweden,Kyrgyzstan,Refugees (incl. refugee-like situations),177
2017,Sweden,Rep. of Korea,Refugees (incl. refugee-like situations),6
2017,Sweden,Kuwait,Refugees (incl. refugee-like situations),23
2017,Sweden,Lebanon,Refugees (incl. refugee-like situations),534
2017,Sweden,Liberia,Refugees (incl. refugee-like situations),13
2017,Sweden,Libya,Refugees (incl. refugee-like situations),404
2017,Sweden,Sri Lanka,Refugees (incl. refugee-like situations),48
2017,Sweden,Lithuania,Refugees (incl. refugee-like situations),*
2017,Sweden,Latvia,Refugees (incl. refugee-like situations),8
2017,Sweden,Morocco,Refugees (incl. refugee-like situations),230
2017,Sweden,Rep. of Moldova,Refugees (incl. refugee-like situations),8
2017,Sweden,Maldives,Refugees (incl. refugee-like situations),*
2017,Sweden,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),55
2017,Sweden,Mali,Refugees (incl. refugee-like situations),24
2017,Sweden,Myanmar,Refugees (incl. refugee-like situations),16
2017,Sweden,Montenegro,Refugees (incl. refugee-like situations),40
2017,Sweden,Mongolia,Refugees (incl. refugee-like situations),315
2017,Sweden,Mauritania,Refugees (incl. refugee-like situations),12
2017,Sweden,Malawi,Refugees (incl. refugee-like situations),*
2017,Sweden,Malaysia,Refugees (incl. refugee-like situations),8
2017,Sweden,Niger,Refugees (incl. refugee-like situations),*
2017,Sweden,Nigeria,Refugees (incl. refugee-like situations),510
2017,Sweden,Nicaragua,Refugees (incl. refugee-like situations),9
2017,Sweden,Netherlands,Refugees (incl. refugee-like situations),*
2017,Sweden,Norway,Refugees (incl. refugee-like situations),*
2017,Sweden,Nepal,Refugees (incl. refugee-like situations),19
2017,Sweden,New Zealand,Refugees (incl. refugee-like situations),*
2017,Sweden,Pakistan,Refugees (incl. refugee-like situations),461
2017,Sweden,Peru,Refugees (incl. refugee-like situations),11
2017,Sweden,Philippines,Refugees (incl. refugee-like situations),7
2017,Sweden,Poland,Refugees (incl. refugee-like situations),*
2017,Sweden,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),5
2017,Sweden,Palestinian,Refugees (incl. refugee-like situations),983
2017,Sweden,Romania,Refugees (incl. refugee-like situations),63
2017,Sweden,Russian Federation,Refugees (incl. refugee-like situations),1628
2017,Sweden,Rwanda,Refugees (incl. refugee-like situations),38
2017,Sweden,Saudi Arabia,Refugees (incl. refugee-like situations),46
2017,Sweden,Sudan,Refugees (incl. refugee-like situations),841
2017,Sweden,Senegal,Refugees (incl. refugee-like situations),45
2017,Sweden,Sierra Leone,Refugees (incl. refugee-like situations),69
2017,Sweden,El Salvador,Refugees (incl. refugee-like situations),78
2017,Sweden,Somalia,Refugees (incl. refugee-like situations),21973
2017,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),1455
2017,Sweden,South Sudan,Refugees (incl. refugee-like situations),*
2017,Sweden,Slovakia,Refugees (incl. refugee-like situations),6
2017,Sweden,Swaziland,Refugees (incl. refugee-like situations),*
2017,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),103614
2017,Sweden,Chad,Refugees (incl. refugee-like situations),19
2017,Sweden,Togo,Refugees (incl. refugee-like situations),7
2017,Sweden,Thailand,Refugees (incl. refugee-like situations),8
2017,Sweden,Tajikistan,Refugees (incl. refugee-like situations),58
2017,Sweden,Turkmenistan,Refugees (incl. refugee-like situations),13
2017,Sweden,Tunisia,Refugees (incl. refugee-like situations),55
2017,Sweden,Turkey,Refugees (incl. refugee-like situations),270
2017,Sweden,United Rep. of Tanzania,Refugees (incl. refugee-like situations),40
2017,Sweden,Uganda,Refugees (incl. refugee-like situations),669
2017,Sweden,Ukraine,Refugees (incl. refugee-like situations),208
2017,Sweden,United States of America,Refugees (incl. refugee-like situations),20
2017,Sweden,Uzbekistan,Refugees (incl. refugee-like situations),616
2017,Sweden,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2017,Sweden,Viet Nam,Refugees (incl. refugee-like situations),68
2017,Sweden,Stateless,Refugees (incl. refugee-like situations),22072
2017,Sweden,Various/Unknown,Refugees (incl. refugee-like situations),622
2017,Sweden,Yemen,Refugees (incl. refugee-like situations),1099
2017,Sweden,South Africa,Refugees (incl. refugee-like situations),*
2017,Sweden,Zambia,Refugees (incl. refugee-like situations),11
2017,Sweden,Zimbabwe,Refugees (incl. refugee-like situations),24
2017,Swaziland,Angola,Refugees (incl. refugee-like situations),11
2017,Swaziland,Burundi,Refugees (incl. refugee-like situations),160
2017,Swaziland,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Swaziland,Cameroon,Refugees (incl. refugee-like situations),*
2017,Swaziland,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),355
2017,Swaziland,Congo,Refugees (incl. refugee-like situations),*
2017,Swaziland,Eritrea,Refugees (incl. refugee-like situations),*
2017,Swaziland,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Swaziland,Guinea,Refugees (incl. refugee-like situations),*
2017,Swaziland,Kenya,Refugees (incl. refugee-like situations),*
2017,Swaziland,Liberia,Refugees (incl. refugee-like situations),*
2017,Swaziland,Sri Lanka,Refugees (incl. refugee-like situations),*
2017,Swaziland,Nigeria,Refugees (incl. refugee-like situations),*
2017,Swaziland,Rwanda,Refugees (incl. refugee-like situations),153
2017,Swaziland,Somalia,Refugees (incl. refugee-like situations),73
2017,Swaziland,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
2017,Swaziland,Uganda,Refugees (incl. refugee-like situations),6
2017,Swaziland,Zimbabwe,Refugees (incl. refugee-like situations),7
2017,Sint Maarten (Dutch part),Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),5
2017,Syrian Arab Rep.,Afghanistan,Refugees (incl. refugee-like situations),1221
2017,Syrian Arab Rep.,Burkina Faso,Refugees (incl. refugee-like situations),*
2017,Syrian Arab Rep.,Bangladesh,Refugees (incl. refugee-like situations),*
2017,Syrian Arab Rep.,Bahrain,Refugees (incl. refugee-like situations),*
2017,Syrian Arab Rep.,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Syrian Arab Rep.,Congo,Refugees (incl. refugee-like situations),*
2017,Syrian Arab Rep.,Algeria,Refugees (incl. refugee-like situations),5
2017,Syrian Arab Rep.,Egypt,Refugees (incl. refugee-like situations),35
2017,Syrian Arab Rep.,Eritrea,Refugees (incl. refugee-like situations),23
2017,Syrian Arab Rep.,Ethiopia,Refugees (incl. refugee-like situations),19
2017,Syrian Arab Rep.,Guinea,Refugees (incl. refugee-like situations),51
2017,Syrian Arab Rep.,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),45
2017,Syrian Arab Rep.,Iraq,Refugees (incl. refugee-like situations),16325
2017,Syrian Arab Rep.,Jordan,Refugees (incl. refugee-like situations),25
2017,Syrian Arab Rep.,Kuwait,Refugees (incl. refugee-like situations),5
2017,Syrian Arab Rep.,Lebanon,Refugees (incl. refugee-like situations),24
2017,Syrian Arab Rep.,Libya,Refugees (incl. refugee-like situations),14
2017,Syrian Arab Rep.,Morocco,Refugees (incl. refugee-like situations),6
2017,Syrian Arab Rep.,Pakistan,Refugees (incl. refugee-like situations),173
2017,Syrian Arab Rep.,Palestinian,Refugees (incl. refugee-like situations),*
2017,Syrian Arab Rep.,Saudi Arabia,Refugees (incl. refugee-like situations),11
2017,Syrian Arab Rep.,Sudan,Refugees (incl. refugee-like situations),762
2017,Syrian Arab Rep.,Sierra Leone,Refugees (incl. refugee-like situations),19
2017,Syrian Arab Rep.,Somalia,Refugees (incl. refugee-like situations),404
2017,Syrian Arab Rep.,South Sudan,Refugees (incl. refugee-like situations),110
2017,Syrian Arab Rep.,Chad,Refugees (incl. refugee-like situations),8
2017,Syrian Arab Rep.,Tunisia,Refugees (incl. refugee-like situations),*
2017,Syrian Arab Rep.,Turkey,Refugees (incl. refugee-like situations),7
2017,Syrian Arab Rep.,Yemen,Refugees (incl. refugee-like situations),123
